id,transformers,date_id,month,is_weekend,time,L1,L2,L3,L4,L5,L6
M1_D00009_18_30,M1,D00009,10,0,18:30,6.1955,3.9796,2.133,2.3443,1.6349,0.5479999999999999
M1_D00009_19_00,M1,D00009,10,0,19:00,5.8275,3.7846,2.0714,2.3105,1.5639,0.5489
M1_D00009_19_30,M1,D00009,10,0,19:30,5.6597,3.6074,2.0411,2.5117,1.6355,0.6091
M1_D00009_20_00,M1,D00009,10,0,20:00,5.1912,3.2872,1.9035,2.4447,1.5818,0.625
M1_D00009_20_30,M1,D00009,10,0,20:30,4.9237,3.1625,1.8126,1.7082,0.8885,0.6093
M1_D00009_21_00,M1,D00009,10,0,21:00,6.9661,5.4905,1.5530000000000002,2.478,1.9011,0.5332
M1_D00009_21_30,M1,D00009,10,0,21:30,6.9662,5.4729,1.3251,2.6459,1.7412,0.4725
M1_D00009_22_00,M1,D00009,10,0,22:00,7.4689,6.0413,1.4161,3.2822,2.3458,0.5334
M1_D00009_22_30,M1,D00009,10,0,22:30,8.339,6.7524,1.5991,2.9472,1.5104,0.6701
M1_D00009_23_00,M1,D00009,10,0,23:00,10.0473,7.2317,2.7715,3.3826,1.99,0.9441
M1_D00009_23_30,M1,D00009,10,0,23:30,11.2532,7.3209,3.9144,4.7226,2.8253,1.2032
M1_D00013_00_00,M1,D00013,8,0,0:00,22.371,14.9425,7.2341,3.6842,0.5334,1.9647
M1_D00013_00_30,M1,D00013,8,0,0:30,21.7017,14.8183,6.8991,3.8851,0.355,1.8434
M1_D00013_01_00,M1,D00013,8,0,1:00,20.6303,14.1608,6.6254,3.4164,0.3378,1.7214
M1_D00013_01_30,M1,D00013,8,0,1:30,20.5966,14.0011,6.4878,4.3541,1.1908,1.7061
M1_D00013_02_00,M1,D00013,8,0,2:00,21.0991,14.4453,6.4421,3.7849,0.6218,1.706
M1_D00013_02_30,M1,D00013,8,0,2:30,19.9937,13.3616,6.2904,4.0528,1.2971,1.8435
M1_D00013_03_00,M1,D00013,8,0,3:00,19.1565,13.308,6.0921,5.0572,2.044,1.7366
M1_D00013_03_30,M1,D00013,8,0,3:30,19.4576,13.0238,5.7723,4.5889999999999995,1.8484,1.7517
M1_D00013_04_00,M1,D00013,8,0,4:00,18.9554,13.3259,5.6197,4.9568,2.1503,1.5837
M1_D00013_04_30,M1,D00013,8,0,4:30,17.8174,12.4733,5.513999999999999,4.555,1.7419,1.6447
M1_D00013_05_00,M1,D00013,8,0,5:00,18.285999999999998,12.4375,5.6958,4.7557,2.4523,1.7212
M1_D00013_05_30,M1,D00013,8,0,5:30,18.2521,12.4555,5.7263,4.4881,1.6524,1.797
M1_D00013_06_00,M1,D00013,8,0,6:00,16.6781,10.9983,5.6355,4.3544,1.1191,1.8276
M1_D00013_06_30,M1,D00013,8,0,6:30,16.8792,11.0339,5.5742,4.0193,1.6347,1.9189
M1_D00013_07_00,M1,D00013,8,0,7:00,16.6781,11.3539,4.919,4.957,2.2569,1.7974
M1_D00013_07_30,M1,D00013,8,0,7:30,17.4822,11.4602,5.483,5.257999999999999,2.0965,1.9953
M1_D00013_08_00,M1,D00013,8,0,8:00,13.5638,10.3231,3.2443,4.0193,1.8836,1.6143
M1_D00013_08_30,M1,D00013,8,0,8:30,14.3679,10.5187,3.2899,4.1535,1.3330000000000002,1.5539
M1_D00013_09_00,M1,D00013,8,0,9:00,12.559000000000001,8.7244,3.549,2.8132,0.5861,1.3559
M1_D00013_09_30,M1,D00013,8,0,9:30,12.8938,8.8129,3.7621,2.7798,0.8352,1.3861
M1_D00013_10_00,M1,D00013,8,0,10:00,14.0662,9.6476,4.4167,3.2151,0.9773,1.4775
M1_D00013_10_30,M1,D00013,8,0,10:30,14.4011,9.6482,4.7826,2.5119,0.5687,1.3404
M1_D00013_11_00,M1,D00013,8,0,11:00,14.0996,9.3818,4.8127,2.2437,0.4978,1.3712
M1_D00013_11_30,M1,D00013,8,0,11:30,14.8699,10.0215,4.7521,2.4113,0.5867,1.2947
M1_D00013_12_00,M1,D00013,8,0,12:00,15.1376,10.0741,5.0108,2.3777,0.6396,1.3254
M1_D00013_12_30,M1,D00013,8,0,12:30,15.3388,10.3054,5.0868,2.5119,0.6223,1.3555
M1_D00013_13_00,M1,D00013,8,0,13:00,14.1666,9.6301,4.6301,2.0092,0.3022,1.3407
M1_D00013_13_30,M1,D00013,8,0,13:30,13.0278,8.8306,4.3405,1.9087,0.0536,1.2645
M1_D00013_14_00,M1,D00013,8,0,14:00,11.9893,7.8355,4.1427,1.5744,-0.1598,1.3253
M1_D00013_14_30,M1,D00013,8,0,14:30,12.0899,7.9424,3.9907,2.1767,0.3196,1.3251
M1_D00013_15_00,M1,D00013,8,0,15:00,11.1864,7.391,3.7617,2.2439,0.1424,1.3862
M1_D00013_15_30,M1,D00013,8,0,15:30,10.7844,7.0002,3.6860000000000004,2.1096,0.1425,1.3252
M1_D00013_16_00,M1,D00013,8,0,16:00,10.4826,6.8943,3.7162,1.8751,0.1602,1.3103
M1_D00013_16_30,M1,D00013,8,0,16:30,11.0187,7.3556,3.5034,2.0426,0.3552,1.2486
M1_D00013_17_00,M1,D00013,8,0,17:00,10.5163,6.574,3.4729,2.1099,0.2133,1.2949
M1_D00013_17_30,M1,D00013,8,0,17:30,9.3102,6.3965,3.1983,1.8084,0.1783,1.2337
M1_D00013_18_00,M1,D00013,8,0,18:00,8.5064,5.5973,2.9852,1.3404,-0.0881,1.0966
M1_D00013_18_30,M1,D00013,8,0,18:30,8.7409,5.6676,3.0767,0.9384,-0.4437,1.0965
M1_D00013_19_00,M1,D00013,8,0,19:00,10.081,6.6279,3.4571,0.8045,-0.4085,0.899
M1_D00013_19_30,M1,D00013,8,0,19:30,12.6592,8.1024,4.5539,1.7085,-0.0531,1.0666
M1_D00013_20_00,M1,D00013,8,0,20:00,12.827,8.4222,4.417,1.4745,-0.0354,1.0361
M1_D00013_20_30,M1,D00013,8,0,20:30,12.0561,7.8356,4.2187,1.2397,-0.2126,1.036
M1_D00013_21_00,M1,D00013,8,0,21:00,11.7551,7.534,4.1121,1.1393,-0.5153,1.1122
M1_D00013_21_30,M1,D00013,8,0,21:30,11.4879,7.3208,3.7771,1.6413,-0.2133,1.0818
M1_D00013_22_00,M1,D00013,8,0,22:00,13.6307,9.6123,3.7014,2.11,0.7105,1.082
M1_D00013_22_30,M1,D00013,8,0,22:30,15.5391,11.8867,3.5794,1.7411,-0.3019,1.0659999999999998
M1_D00013_23_00,M1,D00013,8,0,23:00,15.0709,11.690999999999999,3.2897,2.9139999999999997,1.3689,0.9905
M1_D00013_23_30,M1,D00013,8,0,23:30,15.272,12.1177,3.0768,3.6842,1.6703,0.9599
M1_D00016_00_00,M1,D00016,3,1,0:00,10.617,8.4755,1.8738,3.4499,2.435,0.5486
M1_D00016_00_30,M1,D00016,3,1,0:30,10.1143,8.4044,1.7974,3.4498,2.4701,0.5333
M1_D00016_01_00,M1,D00016,3,1,1:00,10.0474,8.2802,1.8129,3.7178,2.8428,0.5331
M1_D00016_01_30,M1,D00016,3,1,1:30,10.3821,8.8483,1.7369999999999999,3.7849,2.3105,0.5184
M1_D00016_02_00,M1,D00016,3,1,2:00,9.1428,7.3912,1.828,3.4498,2.3813,0.5639
M1_D00016_02_30,M1,D00016,3,1,2:30,7.8368,6.3611,1.8433,2.7126,1.8124,0.5945
M1_D00016_03_00,M1,D00016,3,1,3:00,9.6787,7.5339,1.9192,3.8517,2.4877,0.5483
M1_D00016_03_30,M1,D00016,3,1,3:30,9.6455,7.8182,1.9804,3.7847,2.7539999999999996,0.7311
M1_D00016_04_00,M1,D00016,3,1,4:00,9.8795,7.4093,2.0405,3.1816,1.9015,0.7312
M1_D00016_04_30,M1,D00016,3,1,4:30,10.5161,8.1376,2.1628,3.9858,2.6830000000000003,0.8681
M1_D00016_05_00,M1,D00016,3,1,5:00,9.846,7.4095,2.2698,3.3491,1.9194,0.8988
M1_D00016_05_30,M1,D00016,3,1,5:30,9.5447,6.4325,2.2395,2.5789999999999997,1.4753,0.7013
M1_D00016_06_00,M1,D00016,3,1,6:00,11.7218,8.4754,2.6959,3.9857,2.5944,0.8224
M1_D00016_06_30,M1,D00016,3,1,6:30,11.1863,8.2977,3.1986,4.1195,2.9497,0.8226
M1_D00016_07_00,M1,D00016,3,1,7:00,9.4784,6.1657,3.4725,4.0525,2.4167,1.0664
M1_D00016_07_30,M1,D00016,3,1,7:30,5.7945,1.6882,3.6701,2.8801,1.2973,1.2338
M1_D00016_08_00,M1,D00016,3,1,8:00,2.0769,-1.8471,3.8228,3.7176,2.2568,1.3559999999999999
M1_D00016_08_30,M1,D00016,3,1,8:30,-1.9758,-5.5786,3.4879,3.3829,1.8304,1.4169
M1_D00016_09_00,M1,D00016,3,1,9:00,-7.5348,-11.0866,3.4423,2.9472,1.1908,1.3407
M1_D00016_09_30,M1,D00016,3,1,9:30,-10.1473,-13.3965,3.2137,3.6174,1.6881,1.2493
M1_D00016_10_00,M1,D00016,3,1,10:00,-10.3477,-14.0714,3.3965,2.6793,1.3328,1.2187
M1_D00016_10_30,M1,D00016,3,1,10:30,-6.3964,-10.6247,3.6399,2.4784,0.9243,1.0513
M1_D00016_11_00,M1,D00016,3,1,11:00,-3.2481,-6.4137,3.3203,2.2104,0.8171,1.0055
M1_D00016_11_30,M1,D00016,3,1,11:30,-1.1387,-4.0329,2.6805,1.7083,0.5154,0.9292
M1_D00016_12_00,M1,D00016,3,1,12:00,-0.1,-2.7892,2.3,1.3736,0.3737,0.6401
M1_D00016_12_30,M1,D00016,3,1,12:30,-6.4296,-8.8831,2.1932,1.6078,0.8351,0.7315
M1_D00016_13_00,M1,D00016,3,1,13:00,-5.1571,-7.6926,2.3459,2.1766,1.0309,0.9896
M1_D00016_13_30,M1,D00016,3,1,13:30,-7.435,-9.8962,2.2388,2.0429,1.0837,0.9596
M1_D00016_14_00,M1,D00016,3,1,14:00,-2.6115,-5.4008,2.4976,2.0429,0.7286,0.9143
M1_D00016_14_30,M1,D00016,3,1,14:30,1.1722,-1.6348,2.8179,1.8758,0.8883,0.7769
M1_D00016_15_00,M1,D00016,3,1,15:00,1.9755,-0.5326,2.4828,1.7755,0.462,0.8682
M1_D00016_15_30,M1,D00016,3,1,15:30,0.9719,-1.5101,2.2388,1.2399,0.5867,0.7314
M1_D00016_16_00,M1,D00016,3,1,16:00,3.4499,1.5464,2.4216,1.4406,0.5512,0.6701
M1_D00016_16_30,M1,D00016,3,1,16:30,6.6985,4.1576,3.0155,1.4074,0.5331,0.6708
M1_D00016_17_00,M1,D00016,3,1,17:00,7.6026,4.6017,3.0767,1.4074,0.444,0.7161
M1_D00016_17_30,M1,D00016,3,1,17:30,7.971,4.6554,3.3657,1.4073,0.2315,0.7464
M1_D00016_18_00,M1,D00016,3,1,18:00,7.7031,4.602,3.0157,1.3067,0.2311,0.7612
M1_D00016_18_30,M1,D00016,3,1,18:30,7.7034,4.9035,3.0001,1.4069,0.2314,0.7773
M1_D00016_19_00,M1,D00016,3,1,19:00,8.3055,5.1352,3.2137,1.173,0.2138,0.6245
M1_D00016_19_30,M1,D00016,3,1,19:30,8.138,4.8509,3.2741,1.1393,0.1424,0.6403
M1_D00016_20_00,M1,D00016,3,1,20:00,7.4016,4.4776,2.8945,1.0054,0.0539,0.6856
M1_D00016_20_30,M1,D00016,3,1,20:30,7.2008,4.3002,2.7418,1.0052,0.0715,0.6401
M1_D00016_21_00,M1,D00016,3,1,21:00,8.9419,6.3961,2.5742,1.34,0.4441,0.64
M1_D00016_21_30,M1,D00016,3,1,21:30,8.741,6.6812,2.3607,2.0094,0.9597,0.5944
M1_D00016_22_00,M1,D00016,3,1,22:00,9.8128,7.5337,2.2082,2.3778,1.7238,0.5489
M1_D00016_22_30,M1,D00016,3,1,22:30,12.2236,10.1811,2.178,4.1532,2.7716,0.5794
M1_D00016_23_00,M1,D00016,3,1,23:00,13.7645,10.3231,3.4724,4.8228,3.3401,0.8078
M1_D00016_23_30,M1,D00016,3,1,23:30,15.2719,10.9092,4.5385,5.7269,4.0331,1.0513
M1_D00037_00_00,M1,D00037,8,0,0:00,14.7357,11.2293,3.6552,8.1048,5.4013,1.8129
M1_D00037_00_30,M1,D00037,8,0,0:30,14.0328,10.27,3.6398,7.5356,4.5844,1.8737
M1_D00037_01_00,M1,D00037,8,0,1:00,14.9372,11.2295,3.6402,8.3056,5.3844,1.9341
M1_D00037_01_30,M1,D00037,8,0,1:30,14.5352,10.821,3.6098,8.4734,5.4369,1.9191
M1_D00037_02_00,M1,D00037,8,0,2:00,14.904000000000002,10.9096,3.6402,8.005,5.2243,1.9340000000000002
M1_D00037_02_30,M1,D00037,8,0,2:30,14.9367,10.8737,3.8077,8.2385,5.3838,2.0712
M1_D00037_03_00,M1,D00037,8,0,3:00,14.8704,11.0694,3.8379,7.9714,5.2952,2.0713
M1_D00037_03_30,M1,D00037,8,0,3:30,14.2671,10.5365,3.7012,8.0383,4.6907,2.0564
M1_D00037_04_00,M1,D00037,8,0,4:00,14.6354,10.7139,4.0514,8.1387,4.9042,2.1931
M1_D00037_04_30,M1,D00037,8,0,4:30,15.7067,11.6914,4.0208,8.8411,5.7924,2.117
M1_D00037_05_00,M1,D00037,8,0,5:00,14.3678,10.2168,4.0209,7.3347,4.4069,2.0257
M1_D00037_05_30,M1,D00037,8,0,5:30,16.7119,11.9577,4.4317,8.3394,5.3125,2.0709999999999997
M1_D00037_06_00,M1,D00037,8,0,6:00,15.4395,10.8918,4.508,8.0045,5.1178,2.2393
M1_D00037_06_30,M1,D00037,8,0,6:30,13.8315,9.3102,4.5388,8.2392,5.0999,2.2386
M1_D00037_07_00,M1,D00037,8,0,7:00,12.5587,8.0486,4.6906,8.875,5.6322,2.4066
M1_D00037_07_30,M1,D00037,8,0,7:30,8.9418,4.3889,4.538,9.2432,6.3258,2.4218
M1_D00037_08_00,M1,D00037,8,0,8:00,5.4593,1.2256,4.341,8.8412,6.2195,2.4216
M1_D00037_08_30,M1,D00037,8,0,8:30,1.6748,-2.9846,4.3865,8.6072,5.8276,2.27
M1_D00037_09_00,M1,D00037,8,0,9:00,-3.0808,-7.693,4.4626,8.6071,6.0055,2.2238
M1_D00037_09_30,M1,D00037,8,0,9:30,-4.8228,-9.6471,4.6756,9.4442,6.6453,2.2544
M1_D00037_10_00,M1,D00037,8,0,10:00,-5.2908,-10.4827,4.9654,10.0139,7.2491,2.1782
M1_D00037_10_30,M1,D00037,8,0,10:30,-0.0332,-4.9921,5.0108,8.8078,6.3251,2.2085
M1_D00037_11_00,M1,D00037,8,0,11:00,-8.6065,-13.716,4.6303,10.215,7.4092,2.102
M1_D00037_11_30,M1,D00037,8,0,11:30,-10.1809,-14.4446,4.127,9.5784,7.0007,2.0719
M1_D00037_12_00,M1,D00037,8,0,12:00,-10.2811,-14.835,4.1123,9.511000000000001,6.8942,1.9954
M1_D00037_12_30,M1,D00037,8,0,12:30,-8.9083,-13.432,4.2952,9.3439,6.7345,2.0409
M1_D00037_13_00,M1,D00037,8,0,13:00,-6.5635,-10.998,4.3257,8.7077,6.1304,2.041
M1_D00037_13_30,M1,D00037,8,0,13:30,-7.1997,-11.3531,4.0821,8.9751,6.6098,1.9036
M1_D00037_14_00,M1,D00037,8,0,14:00,-4.6885,-8.8125,4.0975,8.3727,6.1834,1.9494
M1_D00037_14_30,M1,D00037,8,0,14:30,-7.3007,-11.405999999999999,3.9449,9.1427,6.9471,1.8733
M1_D00037_15_00,M1,D00037,8,0,15:00,-4.5207,-8.3683,3.8837,7.7034,5.5079,1.8432
M1_D00037_15_30,M1,D00037,8,0,15:30,-1.7746,-5.8626,3.8838,7.4689,5.3484,1.8582
M1_D00037_16_00,M1,D00037,8,0,16:00,5.9282,1.8832,4.0967,6.7653,4.5133,1.9194
M1_D00037_16_30,M1,D00037,8,0,16:30,7.4346,3.2337,4.2037,6.564,4.3,1.8889
M1_D00037_17_00,M1,D00037,8,0,17:00,8.3059,3.8022,4.2344,6.162000000000001,3.8563,1.8734
M1_D00037_17_30,M1,D00037,8,0,17:30,10.0136,5.7031,4.2186,5.2584,3.0561,1.6908
M1_D00037_18_00,M1,D00037,8,0,18:00,10.2485,6.2187,3.9598,4.2201,2.2214,1.5532
M1_D00037_18_30,M1,D00037,8,0,18:30,11.0859,7.1074,3.9294,3.7848,1.7594,1.5229
M1_D00037_19_00,M1,D00037,8,0,19:00,12.8938,8.3688,4.5234,4.6221,2.346,1.5993
M1_D00037_19_30,M1,D00037,8,0,19:30,14.2002,9.1683,5.0257,5.0909,2.6651,1.6758
M1_D00037_20_00,M1,D00037,8,0,20:00,14.2673,9.0973,5.2543,5.7267,3.2692,1.7973
M1_D00037_20_30,M1,D00037,8,0,20:30,14.1669,8.7062,5.3308,5.5926,2.9317,1.8583
M1_D00037_21_00,M1,D00037,8,0,21:00,12.9944,8.2625,4.8736,5.1573,2.5945,1.7519
M1_D00037_21_30,M1,D00037,8,0,21:30,12.2575,7.6229,4.249,4.8234,2.6121,1.6448
M1_D00037_22_00,M1,D00037,8,0,22:00,12.8939,8.83,4.4926,5.4922,3.3939999999999997,1.6906
M1_D00037_22_30,M1,D00037,8,0,22:30,12.9941,8.6887,4.2797,5.8606,3.4474,1.7063
M1_D00037_23_00,M1,D00037,8,0,23:00,12.09,8.0849,4.021,5.2912,3.2336,1.6145
M1_D00037_23_30,M1,D00037,8,0,23:30,13.1954,9.2929,3.9752,6.2625,3.5536,1.6296
M1_D00053_00_00,M1,D00053,10,0,0:00,9.8461,8.2804,1.2644,1.1392,2.0786,-1.1269
M1_D00053_00_30,M1,D00053,10,0,0:30,8.8079,7.8531,1.1884,1.2065,1.6345,-1.1417
M1_D00053_01_00,M1,D00053,10,0,1:00,8.8078,7.8534,1.1424,1.2063,1.8655,-1.1269
M1_D00053_01_30,M1,D00053,10,0,1:30,8.3058,7.0005,1.0966,0.5698,0.9599,-1.1419
M1_D00053_02_00,M1,D00053,10,0,2:00,9.0087,7.5517,1.1123,1.3403,1.5992,-1.1419
M1_D00053_02_30,M1,D00053,10,0,2:30,7.8372,6.8234,1.1124,0.8376,1.1197,-1.1566
M1_D00053_03_00,M1,D00053,10,0,3:00,8.2386,7.1782,1.0511,1.2396,1.4746,-1.1722
