id,y
M1_D00013_20_00,0
M1_D00013_20_30,0
M1_D00013_21_00,0
M1_D00013_21_30,0
M1_D00013_22_00,0
M1_D00013_22_30,0
M1_D00013_23_00,0
M1_D00013_23_30,0
M1_D00016_00_00,0
M1_D00016_00_30,0
M1_D00016_01_00,0
M1_D00016_01_30,0
M1_D00016_02_00,0
M1_D00016_02_30,0
M1_D00016_03_00,0
M1_D00016_03_30,0
M1_D00016_04_00,0
M1_D00016_04_30,0
M1_D00016_05_00,0
M1_D00016_05_30,0
M1_D00016_06_00,0
M1_D00016_06_30,0
M1_D00016_07_00,0
M1_D00016_07_30,0
M1_D00016_08_00,0
M1_D00016_08_30,0
M1_D00016_09_00,0
M1_D00016_09_30,0
M1_D00016_10_00,0
M1_D00016_10_30,0
M1_D00016_11_00,0
M1_D00016_11_30,0
M1_D00016_12_00,0
M1_D00016_12_30,0
M1_D00016_13_00,0
M1_D00016_13_30,0
M1_D00016_14_00,0
M1_D00016_14_30,0
M1_D00016_15_00,0
M1_D00016_15_30,0
M1_D00016_16_00,0
M1_D00016_16_30,0
M1_D00016_17_00,0
M1_D00016_17_30,0
M1_D00016_18_00,0
M1_D00016_18_30,0
M1_D00016_19_00,0
M1_D00016_19_30,0
M1_D00016_20_00,0
M1_D00016_20_30,0
M1_D00016_21_00,0
M1_D00016_21_30,0
M1_D00016_22_00,0
M1_D00016_22_30,0
M1_D00016_23_00,0
M1_D00016_23_30,0
M1_D00037_00_00,0
M1_D00037_00_30,0
M1_D00037_01_00,0
M1_D00037_01_30,0
M1_D00037_02_00,0
M1_D00037_02_30,0
M1_D00037_03_00,0
M1_D00037_03_30,0
M1_D00037_04_00,0
M1_D00037_04_30,0
M1_D00037_05_00,0
M1_D00037_05_30,0
M1_D00037_06_00,0
M1_D00037_06_30,0
M1_D00037_07_00,0
M1_D00037_07_30,0
M1_D00037_08_00,0
M1_D00037_08_30,0
M1_D00037_09_00,0
M1_D00037_09_30,0
M1_D00037_10_00,0
M1_D00037_10_30,0
M1_D00037_11_00,0
M1_D00037_11_30,0
M1_D00037_12_00,0
M1_D00037_12_30,0
M1_D00037_13_00,0
M1_D00037_13_30,0
M1_D00037_14_00,0
M1_D00037_14_30,0
M1_D00037_15_00,0
M1_D00037_15_30,0
M1_D00037_16_00,0
M1_D00037_16_30,0
M1_D00037_17_00,0
M1_D00037_17_30,0
M1_D00037_18_00,0
M1_D00037_18_30,0
M1_D00037_19_00,0
M1_D00037_19_30,0
M1_D00037_20_00,0
M1_D00037_20_30,0
M1_D00037_21_00,0
M1_D00037_21_30,0
M1_D00037_22_00,0
M1_D00037_22_30,0
M1_D00037_23_00,0
M1_D00037_23_30,0
M1_D00053_00_00,0
M1_D00053_00_30,0
M1_D00053_01_00,0
M1_D00053_01_30,0
M1_D00053_02_00,0
M1_D00053_02_30,0
M1_D00053_03_00,0
M1_D00053_03_30,0
M1_D00053_04_00,0
M1_D00053_04_30,0
M1_D00053_05_00,0
M1_D00053_05_30,0
M1_D00053_06_00,0
M1_D00053_06_30,0
M1_D00053_07_00,0
M1_D00053_07_30,0
M1_D00053_08_00,0
M1_D00053_08_30,0
M1_D00053_09_00,0
M1_D00053_09_30,0
M1_D00053_10_00,0
M1_D00053_10_30,0
M1_D00053_11_00,0
M1_D00053_11_30,0
M1_D00053_12_00,0
M1_D00053_12_30,0
M1_D00053_13_00,0
M1_D00053_13_30,0
M1_D00053_14_00,0
M1_D00053_14_30,0
M1_D00053_15_00,0
M1_D00053_15_30,0
M1_D00053_16_00,0
M1_D00053_16_30,0
M1_D00053_17_00,0
M1_D00053_17_30,0
M1_D00053_18_00,0
M1_D00053_18_30,0
M1_D00053_19_00,0
M1_D00053_19_30,0
M1_D00053_20_00,0
M1_D00053_20_30,0
M1_D00053_21_00,0
M1_D00053_21_30,0
M1_D00053_22_00,0
M1_D00053_22_30,0
M1_D00053_23_00,0
M1_D00053_23_30,0
M1_D00066_00_00,0
M1_D00066_00_30,0
M1_D00066_01_00,0
M1_D00066_01_30,0
M1_D00066_02_00,0
M1_D00066_02_30,0
M1_D00066_03_00,0
M1_D00066_03_30,0
M1_D00066_04_00,0
M1_D00066_04_30,0
M1_D00066_05_00,0
M1_D00066_05_30,0
M1_D00066_06_00,0
M1_D00066_06_30,0
M1_D00066_07_00,0
M1_D00066_07_30,0
M1_D00066_08_00,0
M1_D00066_08_30,0
M1_D00066_09_00,0
M1_D00066_09_30,0
M1_D00066_10_00,0
M1_D00066_10_30,0
M1_D00066_11_00,0
M1_D00066_11_30,0
M1_D00066_12_00,0
M1_D00066_12_30,0
M1_D00066_13_00,0
M1_D00066_13_30,0
M1_D00066_14_00,0
M1_D00066_14_30,0
M1_D00066_15_00,0
M1_D00066_15_30,0
M1_D00066_16_00,0
M1_D00066_16_30,0
M1_D00066_17_00,0
M1_D00066_17_30,0
M1_D00066_18_00,0
M1_D00066_18_30,0
M1_D00066_19_00,0
M1_D00066_19_30,0
M1_D00066_20_00,0
M1_D00066_20_30,0
M1_D00066_21_00,0
M1_D00066_21_30,0
M1_D00066_22_00,0
M1_D00066_22_30,0
M1_D00066_23_00,0
M1_D00066_23_30,0
M1_D00068_00_00,0
M1_D00068_00_30,0
M1_D00068_01_00,0
M1_D00068_01_30,0
M1_D00068_02_00,0
M1_D00068_02_30,0
M1_D00068_03_00,0
M1_D00068_03_30,0
M1_D00068_04_00,0
M1_D00068_04_30,0
M1_D00068_05_00,0
M1_D00068_05_30,0
M1_D00068_06_00,0
M1_D00068_06_30,0
M1_D00068_07_00,0
M1_D00068_07_30,0
M1_D00068_08_00,0
M1_D00068_08_30,0
M1_D00068_09_00,0
M1_D00068_09_30,0
M1_D00068_10_00,0
M1_D00068_10_30,0
M1_D00068_11_00,0
M1_D00068_11_30,0
M1_D00068_12_00,0
M1_D00068_12_30,0
M1_D00068_13_00,0
M1_D00068_13_30,0
M1_D00068_14_00,0
M1_D00068_14_30,0
M1_D00068_15_00,0
M1_D00068_15_30,0
M1_D00068_16_00,0
M1_D00068_16_30,0
M1_D00068_17_00,0
M1_D00068_17_30,0
M1_D00068_18_00,0
M1_D00068_18_30,0
M1_D00068_19_00,0
M1_D00068_19_30,0
M1_D00068_20_00,0
M1_D00068_20_30,0
M1_D00068_21_00,0
M1_D00068_21_30,0
M1_D00068_22_00,0
M1_D00068_22_30,0
M1_D00068_23_00,0
M1_D00068_23_30,0
M1_D00070_00_00,0
M1_D00070_00_30,0
M1_D00070_01_00,0
M1_D00070_01_30,0
M1_D00070_02_00,0
M1_D00070_02_30,0
M1_D00070_03_00,0
M1_D00070_03_30,0
M1_D00070_04_00,0
M1_D00070_04_30,0
M1_D00070_05_00,0
M1_D00070_05_30,0
M1_D00070_06_00,0
M1_D00070_06_30,0
M1_D00070_07_00,0
M1_D00070_07_30,0
M1_D00070_08_00,0
M1_D00070_08_30,0
M1_D00070_09_00,0
M1_D00070_09_30,0
M1_D00070_10_00,0
M1_D00070_10_30,0
M1_D00070_11_00,0
M1_D00070_11_30,0
M1_D00070_12_00,0
M1_D00070_12_30,0
M1_D00070_13_00,0
M1_D00070_13_30,0
M1_D00070_14_00,0
M1_D00070_14_30,0
M1_D00070_15_00,0
M1_D00070_15_30,0
M1_D00070_16_00,0
M1_D00070_16_30,0
M1_D00070_17_00,0
M1_D00070_17_30,0
M1_D00070_18_00,0
M1_D00070_18_30,0
M1_D00070_19_00,0
M1_D00070_19_30,0
M1_D00070_20_00,0
M1_D00070_20_30,0
M1_D00070_21_00,0
M1_D00070_21_30,0
M1_D00070_22_00,0
M1_D00070_22_30,0
M1_D00070_23_00,0
M1_D00070_23_30,0
M1_D00073_00_00,0
M1_D00073_00_30,0
M1_D00073_01_00,0
M1_D00073_01_30,0
M1_D00073_02_00,0
M1_D00073_02_30,0
M1_D00073_03_00,0
M1_D00073_03_30,0
M1_D00073_04_00,0
M1_D00073_04_30,0
M1_D00073_05_00,0
M1_D00073_05_30,0
M1_D00073_06_00,0
M1_D00073_06_30,0
M1_D00073_07_00,0
M1_D00073_07_30,0
M1_D00073_08_00,0
M1_D00073_08_30,0
M1_D00073_09_00,0
M1_D00073_09_30,0
M1_D00073_10_00,0
M1_D00073_10_30,0
M1_D00073_11_00,0
M1_D00073_11_30,0
M1_D00073_12_00,0
M1_D00073_12_30,0
M1_D00073_13_00,0
M1_D00073_13_30,0
M1_D00073_14_00,0
M1_D00073_14_30,0
M1_D00073_15_00,0
M1_D00073_15_30,0
M1_D00073_16_00,0
M1_D00073_16_30,0
M1_D00073_17_00,0
M1_D00073_17_30,0
M1_D00073_18_00,0
M1_D00073_18_30,0
M1_D00073_19_00,0
M1_D00073_19_30,0
M1_D00073_20_00,0
M1_D00073_20_30,0
M1_D00073_21_00,0
M1_D00073_21_30,0
M1_D00073_22_00,0
M1_D00073_22_30,0
M1_D00073_23_00,0
M1_D00073_23_30,0
M1_D00074_00_00,0
M1_D00074_00_30,0
M1_D00074_01_00,0
M1_D00074_01_30,0
M1_D00074_02_00,0
M1_D00074_02_30,0
M1_D00074_03_00,0
M1_D00074_03_30,0
M1_D00074_04_00,0
M1_D00074_04_30,0
M1_D00074_05_00,0
M1_D00074_05_30,0
M1_D00074_06_00,0
M1_D00074_06_30,0
M1_D00074_07_00,0
M1_D00074_07_30,0
M1_D00074_08_00,0
M1_D00074_08_30,0
M1_D00074_09_00,0
M1_D00074_09_30,0
M1_D00074_10_00,0
M1_D00074_10_30,0
M1_D00074_11_00,0
M1_D00074_11_30,0
M1_D00074_12_00,0
M1_D00074_12_30,0
M1_D00074_13_00,0
M1_D00074_13_30,0
M1_D00074_14_00,0
M1_D00074_14_30,0
M1_D00074_15_00,0
M1_D00074_15_30,0
M1_D00074_16_00,0
M1_D00074_16_30,0
M1_D00074_17_00,0
M1_D00074_17_30,0
M1_D00074_18_00,0
M1_D00074_18_30,0
M1_D00074_19_00,0
M1_D00074_19_30,0
M1_D00074_20_00,0
M1_D00074_20_30,0
M1_D00074_21_00,0
M1_D00074_21_30,0
M1_D00074_22_00,0
M1_D00074_22_30,0
M1_D00074_23_00,0
M1_D00074_23_30,0
M1_D00078_00_00,0
M1_D00078_00_30,0
M1_D00078_01_00,0
M1_D00078_01_30,0
M1_D00078_02_00,0
M1_D00078_02_30,0
M1_D00078_03_00,0
M1_D00078_03_30,0
M1_D00078_04_00,0
M1_D00078_04_30,0
M1_D00078_05_00,0
M1_D00078_05_30,0
M1_D00078_06_00,0
M1_D00078_06_30,0
M1_D00078_07_00,0
M1_D00078_07_30,0
M1_D00078_08_00,0
M1_D00078_08_30,0
M1_D00078_09_00,0
M1_D00078_09_30,0
M1_D00078_10_00,0
M1_D00078_10_30,0
M1_D00078_11_00,0
M1_D00078_11_30,0
M1_D00078_12_00,0
M1_D00078_12_30,0
M1_D00078_13_00,0
M1_D00078_13_30,0
M1_D00078_14_00,0
M1_D00078_14_30,0
M1_D00078_15_00,0
M1_D00078_15_30,0
M1_D00078_16_00,0
M1_D00078_16_30,0
M1_D00078_17_00,0
M1_D00078_17_30,0
M1_D00078_18_00,0
M1_D00078_18_30,0
M1_D00078_19_00,0
M1_D00078_19_30,0
M1_D00078_20_00,0
M1_D00078_20_30,0
M1_D00078_21_00,0
M1_D00078_21_30,0
M1_D00078_22_00,0
M1_D00078_22_30,0
M1_D00078_23_00,0
M1_D00078_23_30,0
M1_D00086_00_00,0
M1_D00086_00_30,0
M1_D00086_01_00,0
M1_D00086_01_30,0
M1_D00086_02_00,0
M1_D00086_02_30,0
M1_D00086_03_00,0
M1_D00086_03_30,0
M1_D00086_04_00,0
M1_D00086_04_30,0
M1_D00086_05_00,0
M1_D00086_05_30,0
M1_D00086_06_00,0
M1_D00086_06_30,0
M1_D00086_07_00,0
M1_D00086_07_30,0
M1_D00086_08_00,0
M1_D00086_08_30,0
M1_D00086_09_00,0
M1_D00086_09_30,0
M1_D00086_10_00,0
M1_D00086_10_30,0
M1_D00086_11_00,0
M1_D00086_11_30,0
M1_D00086_12_00,0
M1_D00086_12_30,0
M1_D00086_13_00,0
M1_D00086_13_30,0
M1_D00086_14_00,0
M1_D00086_14_30,0
M1_D00086_15_00,0
M1_D00086_15_30,0
M1_D00086_16_00,0
M1_D00086_16_30,0
M1_D00086_17_00,0
M1_D00086_17_30,0
M1_D00086_18_00,0
M1_D00086_18_30,0
M1_D00086_19_00,0
M1_D00086_19_30,0
M1_D00086_20_00,0
M1_D00086_20_30,0
M1_D00086_21_00,0
M1_D00086_21_30,0
M1_D00086_22_00,0
M1_D00086_22_30,0
M1_D00086_23_00,0
M1_D00086_23_30,0
M1_D00093_00_00,0
M1_D00093_00_30,0
M1_D00093_01_00,0
M1_D00093_01_30,0
M1_D00093_02_00,0
M1_D00093_02_30,0
M1_D00093_03_00,0
M1_D00093_03_30,0
M1_D00093_04_00,0
M1_D00093_04_30,0
M1_D00093_05_00,0
M1_D00093_05_30,0
M1_D00093_06_00,0
M1_D00093_06_30,0
M1_D00093_07_00,0
M1_D00093_07_30,0
M1_D00093_08_00,0
M1_D00093_08_30,0
M1_D00093_09_00,0
M1_D00093_09_30,0
M1_D00093_10_00,0
M1_D00093_10_30,0
M1_D00093_11_00,0
M1_D00093_11_30,0
M1_D00093_12_00,0
M1_D00093_12_30,0
M1_D00093_13_00,0
M1_D00093_13_30,0
M1_D00093_14_00,0
M1_D00093_14_30,0
M1_D00093_15_00,0
M1_D00093_15_30,0
M1_D00093_16_00,0
M1_D00093_16_30,0
M1_D00093_17_00,0
M1_D00093_17_30,0
M1_D00093_18_00,0
M1_D00093_18_30,0
M1_D00093_19_00,0
M1_D00093_19_30,0
M1_D00093_20_00,0
M1_D00093_20_30,0
M1_D00093_21_00,0
M1_D00093_21_30,0
M1_D00093_22_00,0
M1_D00093_22_30,0
M1_D00093_23_00,0
M1_D00093_23_30,0
M1_D00105_00_00,0
M1_D00105_00_30,0
M1_D00105_01_00,0
M1_D00105_01_30,0
M1_D00105_02_00,0
M1_D00105_02_30,0
M1_D00105_03_00,0
M1_D00105_03_30,0
M1_D00105_04_00,0
M1_D00105_04_30,0
M1_D00105_05_00,0
M1_D00105_05_30,0
M1_D00105_06_00,0
M1_D00105_06_30,0
M1_D00105_07_00,0
M1_D00105_07_30,0
M1_D00105_08_00,0
M1_D00105_08_30,0
M1_D00105_09_00,0
M1_D00105_09_30,0
M1_D00105_10_00,0
M1_D00105_10_30,0
M1_D00105_11_00,0
M1_D00105_11_30,0
M1_D00105_12_00,0
M1_D00105_12_30,0
M1_D00105_13_00,0
M1_D00105_13_30,0
M1_D00105_14_00,0
M1_D00105_14_30,0
M1_D00105_15_00,0
M1_D00105_15_30,0
M1_D00105_16_00,0
M1_D00105_16_30,0
M1_D00105_17_00,0
M1_D00105_17_30,0
M1_D00105_18_00,0
M1_D00105_18_30,0
M1_D00105_19_00,0
M1_D00105_19_30,0
M1_D00105_20_00,0
M1_D00105_20_30,0
M1_D00105_21_00,0
M1_D00105_21_30,0
M1_D00105_22_00,0
M1_D00105_22_30,0
M1_D00105_23_00,0
M1_D00105_23_30,0
M1_D00114_00_00,0
M1_D00114_00_30,0
M1_D00114_01_00,0
M1_D00114_01_30,0
M1_D00114_02_00,0
M1_D00114_02_30,0
M1_D00114_03_00,0
M1_D00114_03_30,0
M1_D00114_04_00,0
M1_D00114_04_30,0
M1_D00114_05_00,0
M1_D00114_05_30,0
M1_D00114_06_00,0
M1_D00114_06_30,0
M1_D00114_07_00,0
M1_D00114_07_30,0
M1_D00114_08_00,0
M1_D00114_08_30,0
M1_D00114_09_00,0
M1_D00114_09_30,0
M1_D00114_10_00,0
M1_D00114_10_30,0
M1_D00114_11_00,0
M1_D00114_11_30,0
M1_D00114_12_00,0
M1_D00114_12_30,0
M1_D00114_13_00,0
M1_D00114_13_30,0
M1_D00114_14_00,0
M1_D00114_14_30,0
M1_D00114_15_00,0
M1_D00114_15_30,0
M1_D00114_16_00,0
M1_D00114_16_30,0
M1_D00114_17_00,0
M1_D00114_17_30,0
M1_D00114_18_00,0
M1_D00114_18_30,0
M1_D00114_19_00,0
M1_D00114_19_30,0
M1_D00114_20_00,0
M1_D00114_20_30,0
M1_D00114_21_00,0
M1_D00114_21_30,0
M1_D00114_22_00,0
M1_D00114_22_30,0
M1_D00114_23_00,0
M1_D00114_23_30,0
M1_D00115_00_00,0
M1_D00115_00_30,0
M1_D00115_01_00,0
M1_D00115_01_30,0
M1_D00115_02_00,0
M1_D00115_02_30,0
M1_D00115_03_00,0
M1_D00115_03_30,0
M1_D00115_04_00,0
M1_D00115_04_30,0
M1_D00115_05_00,0
M1_D00115_05_30,0
M1_D00115_06_00,0
M1_D00115_06_30,0
M1_D00115_07_00,0
M1_D00115_07_30,0
M1_D00115_08_00,0
M1_D00115_08_30,0
M1_D00115_09_00,0
M1_D00115_09_30,0
M1_D00115_10_00,0
M1_D00115_10_30,0
M1_D00115_11_00,0
M1_D00115_11_30,0
M1_D00115_12_00,0
M1_D00115_12_30,0
M1_D00115_13_00,0
M1_D00115_13_30,0
M1_D00115_14_00,0
M1_D00115_14_30,0
M1_D00115_15_00,0
M1_D00115_15_30,0
M1_D00115_16_00,0
M1_D00115_16_30,0
M1_D00115_17_00,0
M1_D00115_17_30,0
M1_D00115_18_00,0
M1_D00115_18_30,0
M1_D00115_19_00,0
M1_D00115_19_30,0
M1_D00115_20_00,0
M1_D00115_20_30,0
M1_D00115_21_00,0
M1_D00115_21_30,0
M1_D00115_22_00,0
M1_D00115_22_30,0
M1_D00115_23_00,0
M1_D00115_23_30,0
M1_D00120_00_00,0
M1_D00120_00_30,0
M1_D00120_01_00,0
M1_D00120_01_30,0
M1_D00120_02_00,0
M1_D00120_02_30,0
M1_D00120_03_00,0
M1_D00120_03_30,0
M1_D00120_04_00,0
M1_D00120_04_30,0
M1_D00120_05_00,0
M1_D00120_05_30,0
M1_D00120_06_00,0
M1_D00120_06_30,0
M1_D00120_07_00,0
M1_D00120_07_30,0
M1_D00120_08_00,0
M1_D00120_08_30,0
M1_D00120_09_00,0
M1_D00120_09_30,0
M1_D00120_10_00,0
M1_D00120_10_30,0
M1_D00120_11_00,0
M1_D00120_11_30,0
M1_D00120_12_00,0
M1_D00120_12_30,0
M1_D00120_13_00,0
M1_D00120_13_30,0
M1_D00120_14_00,0
M1_D00120_14_30,0
M1_D00120_15_00,0
M1_D00120_15_30,0
M1_D00120_16_00,0
M1_D00120_16_30,0
M1_D00120_17_00,0
M1_D00120_17_30,0
M1_D00120_18_00,0
M1_D00120_18_30,0
M1_D00120_19_00,0
M1_D00120_19_30,0
M1_D00120_20_00,0
M1_D00120_20_30,0
M1_D00120_21_00,0
M1_D00120_21_30,0
M1_D00120_22_00,0
M1_D00120_22_30,0
M1_D00120_23_00,0
M1_D00120_23_30,0
M1_D00127_00_00,0
M1_D00127_00_30,0
M1_D00127_01_00,0
M1_D00127_01_30,0
M1_D00127_02_00,0
M1_D00127_02_30,0
M1_D00127_03_00,0
M1_D00127_03_30,0
M1_D00127_04_00,0
M1_D00127_04_30,0
M1_D00127_05_00,0
M1_D00127_05_30,0
M1_D00127_06_00,0
M1_D00127_06_30,0
M1_D00127_07_00,0
M1_D00127_07_30,0
M1_D00127_08_00,0
M1_D00127_08_30,0
M1_D00127_09_00,0
M1_D00127_09_30,0
M1_D00127_10_00,0
M1_D00127_10_30,0
M1_D00127_11_00,0
M1_D00127_11_30,0
M1_D00127_12_00,0
M1_D00127_12_30,0
M1_D00127_13_00,0
M1_D00127_13_30,0
M1_D00127_14_00,0
M1_D00127_14_30,0
M1_D00127_15_00,0
M1_D00127_15_30,0
M1_D00127_16_00,0
M1_D00127_16_30,0
M1_D00127_17_00,0
M1_D00127_17_30,0
M1_D00127_18_00,0
M1_D00127_18_30,0
M1_D00127_19_00,0
M1_D00127_19_30,0
M1_D00127_20_00,0
M1_D00127_20_30,0
M1_D00127_21_00,0
M1_D00127_21_30,0
M1_D00127_22_00,0
M1_D00127_22_30,0
M1_D00127_23_00,0
M1_D00127_23_30,0
M1_D00128_00_00,0
M1_D00128_00_30,0
M1_D00128_01_00,0
M1_D00128_01_30,0
M1_D00128_02_00,0
M1_D00128_02_30,0
M1_D00128_03_00,0
M1_D00128_03_30,0
M1_D00128_04_00,0
M1_D00128_04_30,0
M1_D00128_05_00,0
M1_D00128_05_30,0
M1_D00128_06_00,0
M1_D00128_06_30,0
M1_D00128_07_00,0
M1_D00128_07_30,0
M1_D00128_08_00,0
M1_D00128_08_30,0
M1_D00128_09_00,0
M1_D00128_09_30,0
M1_D00128_10_00,0
M1_D00128_10_30,0
M1_D00128_11_00,0
M1_D00128_11_30,0
M1_D00128_12_00,0
M1_D00128_12_30,0
M1_D00128_13_00,0
M1_D00128_13_30,0
M1_D00128_14_00,0
M1_D00128_14_30,0
M1_D00128_15_00,0
M1_D00128_15_30,0
M1_D00128_16_00,0
M1_D00128_16_30,0
M1_D00128_17_00,0
M1_D00128_17_30,0
M1_D00128_18_00,0
M1_D00128_18_30,0
M1_D00128_19_00,0
M1_D00128_19_30,0
M1_D00128_20_00,0
M1_D00128_20_30,0
M1_D00128_21_00,0
M1_D00128_21_30,0
M1_D00128_22_00,0
M1_D00128_22_30,0
M1_D00128_23_00,0
M1_D00128_23_30,0
M1_D00129_00_00,0
M1_D00129_00_30,0
M1_D00129_01_00,0
M1_D00129_01_30,0
M1_D00129_02_00,0
M1_D00129_02_30,0
M1_D00129_03_00,0
M1_D00129_03_30,0
M1_D00129_04_00,0
M1_D00129_04_30,0
M1_D00129_05_00,0
M1_D00129_05_30,0
M1_D00129_06_00,0
M1_D00129_06_30,0
M1_D00129_07_00,0
M1_D00129_07_30,0
M1_D00129_08_00,0
M1_D00129_08_30,0
M1_D00129_09_00,0
M1_D00129_09_30,0
M1_D00129_10_00,0
M1_D00129_10_30,0
M1_D00129_11_00,0
M1_D00129_11_30,0
M1_D00129_12_00,0
M1_D00129_12_30,0
M1_D00129_13_00,0
M1_D00129_13_30,0
M1_D00129_14_00,0
M1_D00129_14_30,0
M1_D00129_15_00,0
M1_D00129_15_30,0
M1_D00129_16_00,0
M1_D00129_16_30,0
M1_D00129_17_00,0
M1_D00129_17_30,0
M1_D00129_18_00,0
M1_D00129_18_30,0
M1_D00129_19_00,0
M1_D00129_19_30,0
M1_D00129_20_00,0
M1_D00129_20_30,0
M1_D00129_21_00,0
M1_D00129_21_30,0
M1_D00129_22_00,0
M1_D00129_22_30,0
M1_D00129_23_00,0
M1_D00129_23_30,0
M1_D00143_00_00,0
M1_D00143_00_30,0
M1_D00143_01_00,0
M1_D00143_01_30,0
M1_D00143_02_00,0
M1_D00143_02_30,0
M1_D00143_03_00,0
M1_D00143_03_30,0
M1_D00143_04_00,0
M1_D00143_04_30,0
M1_D00143_05_00,0
M1_D00143_05_30,0
M1_D00143_06_00,0
M1_D00143_06_30,0
M1_D00143_07_00,0
M1_D00143_07_30,0
M1_D00143_08_00,0
M1_D00143_08_30,0
M1_D00143_09_00,0
M1_D00143_09_30,0
M1_D00143_10_00,0
M1_D00143_10_30,0
M1_D00143_11_00,0
M1_D00143_11_30,0
M1_D00143_12_00,0
M1_D00143_12_30,0
M1_D00143_13_00,0
M1_D00143_13_30,0
M1_D00143_14_00,0
M1_D00143_14_30,0
M1_D00143_15_00,0
M1_D00143_15_30,0
M1_D00143_16_00,0
M1_D00143_16_30,0
M1_D00143_17_00,0
M1_D00143_17_30,0
M1_D00143_18_00,0
M1_D00143_18_30,0
M1_D00143_19_00,0
M1_D00143_19_30,0
M1_D00143_20_00,0
M1_D00143_20_30,0
M1_D00143_21_00,0
M1_D00143_21_30,0
M1_D00143_22_00,0
M1_D00143_22_30,0
M1_D00143_23_00,0
M1_D00143_23_30,0
M1_D00158_00_00,0
M1_D00158_00_30,0
M1_D00158_01_00,0
M1_D00158_01_30,0
M1_D00158_02_00,0
M1_D00158_02_30,0
M1_D00158_03_00,0
M1_D00158_03_30,0
M1_D00158_04_00,0
M1_D00158_04_30,0
M1_D00158_05_00,0
M1_D00158_05_30,0
M1_D00158_06_00,0
M1_D00158_06_30,0
M1_D00158_07_00,0
M1_D00158_07_30,0
M1_D00158_08_00,0
M1_D00158_08_30,0
M1_D00158_09_00,0
M1_D00158_09_30,0
