id,transformers,date_id,month,is_weekend,time,L1,L2,L3,L4,L5,L6
M1_D00000_18_30,M1,D00000,3,1,18:30,7.6695,4.2999,3.3201,-0.9711,-2.3802,0.8682
M1_D00000_19_00,M1,D00000,3,1,19:00,7.9043,5.1709,2.9091,-0.9711,-2.0784,0.7461
M1_D00000_19_30,M1,D00000,3,1,19:30,7.9711,4.9219,3.0460000000000003,-1.0045,-2.221,0.8074
M1_D00000_20_00,M1,D00000,3,1,20:00,7.2677,4.5844,2.924,-1.0716,-2.2918,0.8071
M1_D00000_20_30,M1,D00000,3,1,20:30,6.8995,4.371,2.5135,-1.0384,-2.2382,0.7311
M1_D00000_21_00,M1,D00000,3,1,21:00,8.2054,5.8814,2.2996,-0.1671,-0.7104,0.7767
M1_D00000_21_30,M1,D00000,3,1,21:30,8.1054,5.9699,2.0257,0.5696,-0.2663,0.6398
M1_D00000_22_00,M1,D00000,3,1,22:00,8.5401,6.0592,1.9193,-0.0333,-1.5815,0.6702
M1_D00000_22_30,M1,D00000,3,1,22:30,8.0045,6.2721,1.919,0.3018,-1.1014,0.7769
M1_D00000_23_00,M1,D00000,3,1,23:00,9.6789,7.6583,1.95,0.4023,-0.4791,0.9443
M1_D00000_23_30,M1,D00000,3,1,23:30,10.5499,8.4925,1.7975,1.173,-0.1773,0.8071
M1_D00005_00_00,M1,D00005,10,0,0:00,12.8604,8.9017,3.9292,4.9235,3.0564,1.1422
M1_D00005_00_30,M1,D00005,10,0,0:30,12.5592,8.3509,3.7618,4.2202,2.9136,1.0972
M1_D00005_01_00,M1,D00005,10,0,1:00,11.5205,7.5693,3.7013,3.7179,2.1504,1.067
M1_D00005_01_30,M1,D00005,10,0,1:30,12.1569,8.2802,3.6707,4.1869,2.6656,1.0968
M1_D00005_02_00,M1,D00005,10,0,2:00,12.8938,8.9907,3.7014,4.7893,3.1629,1.1123
M1_D00005_02_30,M1,D00005,10,0,2:30,12.7931,8.6885,3.6551,4.9239,3.1097,1.0966
M1_D00005_03_00,M1,D00005,10,0,3:00,11.9898,8.0486,3.6403,4.6224,2.541,1.0661
M1_D00005_03_30,M1,D00005,10,0,3:30,13.0613,8.5288,3.6708,4.6552,2.8426,1.0967
M1_D00005_04_00,M1,D00005,10,0,4:00,12.6592,8.635,3.7468,4.8903,2.932,1.1121
M1_D00005_04_30,M1,D00005,10,0,4:30,12.4248,8.2442,3.8385,4.6891,2.8434,1.1122
M1_D00005_05_00,M1,D00005,10,0,5:00,12.0567,7.8535,3.8227,3.5504,2.2032,1.082
M1_D00005_05_30,M1,D00005,10,0,5:30,12.3241,8.2089,4.0212,4.2536,2.3812,1.1877
M1_D00005_06_00,M1,D00005,10,0,6:00,12.6258,8.0668,4.3406,4.4549,2.3632,1.2033
M1_D00005_06_30,M1,D00005,10,0,6:30,14.5352,9.4347,4.6759,4.8562,2.594,1.3102
M1_D00005_07_00,M1,D00005,10,0,7:00,13.9659,8.9199,5.1783,4.7896,2.4521,1.4624
M1_D00005_07_30,M1,D00005,10,0,7:30,14.9368,9.6128,5.4529,6.0954,3.8204,1.6602
M1_D00005_08_00,M1,D00005,10,0,8:00,10.6839,8.1559,2.8936,5.1244,2.6652,1.3709
M1_D00005_08_30,M1,D00005,10,0,8:30,10.8511,7.8891,2.7262,4.9231,2.8072,1.3709
M1_D00005_09_00,M1,D00005,10,0,9:00,9.6788,6.5567,2.6349,3.7178,2.168,1.3101
M1_D00005_09_30,M1,D00005,10,0,9:30,8.908,5.5966,2.7418,3.9858,2.0793,1.3712
M1_D00005_10_00,M1,D00005,10,0,10:00,9.6789,6.4498,3.0311,4.4884,2.2924,1.4318
M1_D00005_10_30,M1,D00005,10,0,10:30,10.8178,6.5026,3.5028,4.7229,2.3459,1.4929
M1_D00005_11_00,M1,D00005,10,0,11:00,9.8463,5.8458,3.3965,4.5553,2.4524,1.5688
M1_D00005_11_30,M1,D00005,10,0,11:30,7.7367,5.0643,2.9549,3.8182,1.7419,1.4469
M1_D00005_12_00,M1,D00005,10,0,12:00,7.7702,5.1708,2.6497,3.3827,1.8483,1.3556
M1_D00005_12_30,M1,D00005,10,0,12:30,8.0043,4.957,2.6505,3.8182,1.7594,1.4018
M1_D00005_13_00,M1,D00005,10,0,13:00,8.3056,5.3837,2.5741,3.9523,1.9367,1.3714
M1_D00005_13_30,M1,D00005,10,0,13:30,8.1721,5.6327,2.6349,3.6173,1.9546,1.4774
M1_D00005_14_00,M1,D00005,10,0,14:00,8.1388,5.4727,2.6046,3.6172,1.9013,1.4927
M1_D00005_14_30,M1,D00005,10,0,14:30,7.8371,5.4019,2.5281,3.5501,1.8479,1.4169999999999998
M1_D00005_15_00,M1,D00005,10,0,15:00,7.6362,5.1353,2.6046,3.3492,1.8838,1.4321
M1_D00005_15_30,M1,D00005,10,0,15:30,7.971,5.2237,2.6502,3.5837,1.5462,1.4018
M1_D00005_16_00,M1,D00005,10,0,16:00,8.5399,5.526,2.9244,3.7176,2.0971,1.3713
M1_D00005_16_30,M1,D00005,10,0,16:30,9.2435,6.0586,3.2444,3.6842,1.9012,1.325
M1_D00005_17_00,M1,D00005,10,0,17:00,9.4108,5.9876,3.3358,3.4834,1.8304,1.3101
M1_D00005_17_30,M1,D00005,10,0,17:30,8.4397,5.2947,3.1377,2.9807,1.422,1.2182
M1_D00005_18_00,M1,D00005,10,0,18:00,8.3395,5.4191,2.955,2.9807,1.6529,1.1122
M1_D00005_18_30,M1,D00005,10,0,18:30,7.904,5.1173,2.8028,2.8801,1.4748,1.0359
M1_D00005_19_00,M1,D00005,10,0,19:00,7.636,4.8863,2.7260000000000004,2.8801,1.546,1.0818
M1_D00005_19_30,M1,D00005,10,0,19:30,6.8993,4.3885,2.5435,2.6121,1.2798,1.0669
M1_D00005_20_00,M1,D00005,10,0,20:00,6.4637,4.0513,2.3913,2.5786,1.2436,1.0818
M1_D00005_20_30,M1,D00005,10,0,20:30,6.0953,3.8027,2.2239,1.7083,0.6759,1.0969
M1_D00005_21_00,M1,D00005,10,0,21:00,8.0379,6.2721,2.1175,2.9138,1.3863,1.0511
M1_D00005_21_30,M1,D00005,10,0,21:30,8.4728,6.0055,1.95,3.5837,2.0259,1.0659999999999998
M1_D00005_22_00,M1,D00005,10,0,22:00,9.7124,7.7287,1.8275,3.7511,2.3276,1.0511
M1_D00005_22_30,M1,D00005,10,0,22:30,10.0806,8.3157,2.0105,4.4884,2.6833,1.0514
M1_D00005_23_00,M1,D00005,10,0,23:00,10.7841,8.3865,1.9952,4.8561,2.9678,1.0512
M1_D00005_23_30,M1,D00005,10,0,23:30,11.253,8.7592,1.9952,4.6554,2.8251,1.1579
M1_D00020_00_00,M1,D00020,5,1,0:00,10.2819,5.1882,4.8434,3.3829,1.1371,1.7214
M1_D00020_00_30,M1,D00020,5,1,0:30,8.9753,4.4595,4.8737,2.9139,0.9064,1.7667
M1_D00020_01_00,M1,D00020,5,1,1:00,8.9752,4.7262,4.5385,3.1147,0.9595,1.5842
M1_D00020_01_30,M1,D00020,5,1,1:30,9.2099,4.7973,4.3713,3.0814,1.5457,1.4769999999999999
M1_D00020_02_00,M1,D00020,5,1,2:00,9.0757,4.4773,4.3712,3.2487,1.1727,1.5842
M1_D00020_02_30,M1,D00020,5,1,2:30,9.5782,4.9043,4.5538,3.1481,1.0134,1.4468
M1_D00020_03_00,M1,D00020,5,1,3:00,9.1764,4.6731,4.7367,3.3826,1.1728,1.6451
M1_D00020_03_30,M1,D00020,5,1,3:30,8.9754,4.566,4.4927,2.612,0.7999,1.5689
M1_D00020_04_00,M1,D00020,5,1,4:00,9.4777,4.8687,4.4779,2.3441,0.8531,1.4623
M1_D00020_04_30,M1,D00020,5,1,4:30,9.3445,5.2419,3.3965,2.8467,0.9415,1.1577
M1_D00020_05_00,M1,D00020,5,1,5:00,9.1763,6.3434,2.62,2.7128,1.3503,0.8986
M1_D00020_05_30,M1,D00020,5,1,5:30,8.406,5.2416,2.7874,2.2436,0.9952,0.975
M1_D00020_06_00,M1,D00020,5,1,6:00,9.7122,7.2137,2.6958,3.6172,2.3099,1.0361
M1_D00020_06_30,M1,D00020,5,1,6:30,8.0042,5.1529,2.7873,3.7179,2.1327,1.1727
M1_D00020_07_00,M1,D00020,5,1,7:00,5.0236,2.3813,2.8939,3.8183,2.0613,1.3104
M1_D00020_07_30,M1,D00020,5,1,7:30,2.5117,-0.7282,2.9389999999999996,3.6844,1.7947,1.371
M1_D00020_08_00,M1,D00020,5,1,8:00,-0.5359,-3.109,2.8334,3.8852,2.452,1.2488
M1_D00020_08_30,M1,D00020,5,1,8:30,-3.2817,-6.2896,2.9091,3.3829,1.3856,1.2185
M1_D00020_09_00,M1,D00020,5,1,9:00,-4.6218,-7.7995,2.8636,4.2872,2.008,1.3715
M1_D00020_09_30,M1,D00020,5,1,9:30,-5.7595,-9.2037,3.1067,4.2535,2.1141,1.4167
M1_D00020_10_00,M1,D00020,5,1,10:00,-6.3627,-10.3049,3.3053,4.4547,2.2389,1.2643
M1_D00020_10_30,M1,D00020,5,1,10:30,-7.1333,-10.5356,3.7462,4.4883,3.0565,1.3401
M1_D00020_11_00,M1,D00020,5,1,11:00,-8.4727,-12.0107,3.4726,4.4547,3.0027,1.3401
M1_D00020_11_30,M1,D00020,5,1,11:30,-9.9125,-13.3969,2.803,3.9521,2.6826,1.2184
M1_D00020_12_00,M1,D00020,5,1,12:00,-11.1857,-14.0183,2.787,4.0191,1.6876,1.1579
M1_D00020_12_30,M1,D00020,5,1,12:30,-10.1806,-12.9167,2.6802,4.2204,2.0611,1.2339
M1_D00020_13_00,M1,D00020,5,1,13:00,-9.4771,-12.2771,2.7565,3.8853,2.3453,1.3099
M1_D00020_13_30,M1,D00020,5,1,13:30,-9.2426,-12.4547,2.8025,4.3208,2.4515,1.3102
M1_D00020_14_00,M1,D00020,5,1,14:00,-7.7028,-11.2645,2.7874,3.8185,2.1859,1.3252
M1_D00020_14_30,M1,D00020,5,1,14:30,-6.5303,-9.5406,3.0916,3.5837,1.9011,1.4475
M1_D00020_15_00,M1,D00020,5,1,15:00,-5.4582,-8.7056,3.0765,3.7176,1.8475,1.402
M1_D00020_15_30,M1,D00020,5,1,15:30,-3.4828,-6.4494,2.8334,2.9807,1.4572,1.3559
M1_D00020_16_00,M1,D00020,5,1,16:00,-0.4354,-3.5353,2.9091,2.8804,1.297,1.3096
M1_D00020_16_30,M1,D00020,5,1,16:30,2.1103,-0.7106,3.0462,2.7127,1.2619,1.31
M1_D00020_17_00,M1,D00020,5,1,17:00,2.9808,-0.1418,3.2441,2.5116,1.0843,1.4317
M1_D00020_17_30,M1,D00020,5,1,17:30,5.3589,2.0967,3.1982,2.6122,1.0843,1.2949
M1_D00020_18_00,M1,D00020,5,1,18:00,6.8657,3.5185,3.2138,2.6792,1.2265,1.3254
M1_D00020_18_30,M1,D00020,5,1,18:30,7.0332,4.0513,3.0308,2.5118,1.0306,1.2035
M1_D00020_19_00,M1,D00020,5,1,19:00,7.7365,4.5305,3.2439,2.6456,1.2436,1.2794
M1_D00020_19_30,M1,D00020,5,1,19:30,8.5404,5.0289,3.5184,3.0476,1.3684,1.2795
M1_D00020_20_00,M1,D00020,5,1,20:00,8.6404,5.2419,3.4118,2.9139,1.3863,1.1273
M1_D00020_20_30,M1,D00020,5,1,20:30,8.3392,5.0465,3.4425,2.679,1.2086,1.1273
M1_D00020_21_00,M1,D00020,5,1,21:00,8.1384,4.9398,3.1682,2.5788,1.3684,1.112
M1_D00020_21_30,M1,D00020,5,1,21:30,7.6027,4.4245,2.9248,3.2488,1.0844,1.3251
M1_D00020_22_00,M1,D00020,5,1,22:00,8.5068,5.6684,2.9085,3.6508,2.0259,1.1727
M1_D00020_22_30,M1,D00020,5,1,22:30,9.0086,6.2187,2.8939999999999997,3.8182,2.2921,1.2189
M1_D00020_23_00,M1,D00020,5,1,23:00,9.3436,6.7518,2.5436,3.6506,2.3814,1.2644
M1_D00020_23_30,M1,D00020,5,1,23:30,8.2721,5.6681,2.2849,3.0476,2.0433,1.0665
M1_D00026_00_00,M1,D00026,2,1,0:00,8.0719,5.8277,2.3456,-1.4401,-2.4694,0.5482
M1_D00026_00_30,M1,D00026,2,1,0:30,7.4351,5.3662,2.0563,-1.5743,-2.5048,0.5026
M1_D00026_01_00,M1,D00026,2,1,1:00,6.7653,4.7438,1.9804,-1.7409999999999999,-2.6648,0.5028
M1_D00026_01_30,M1,D00026,2,1,1:30,6.3631,4.5664,1.8129,-1.8746,-2.6826,0.4573
M1_D00026_02_00,M1,D00026,2,1,2:00,6.7316,4.9225,1.7823,-1.4733,-2.3279,0.4571
M1_D00026_02_30,M1,D00026,2,1,2:30,6.7989,5.0464,1.7056,-1.6743,-2.5226,0.42700000000000005
M1_D00026_03_00,M1,D00026,2,1,3:00,7.2010000000000005,5.6147,1.7062,-1.5069,-2.1499,0.4262
M1_D00026_03_30,M1,D00026,2,1,3:30,6.7987,5.0282,1.675,-1.6744,-2.4344,0.4261
M1_D00026_04_00,M1,D00026,2,1,4:00,5.9277,4.1751,1.6603,-1.9084,-2.5047,0.4111
M1_D00026_04_30,M1,D00026,2,1,4:30,6.4971,4.6017,1.7211,-1.7069999999999999,-2.5759,0.3664
M1_D00026_05_00,M1,D00026,2,1,5:00,7.4016,5.6149,1.8126,-1.5408,-2.3455,0.3664
M1_D00026_05_30,M1,D00026,2,1,5:30,7.837000000000001,5.917000000000001,1.9037,-1.4739,-2.2561,0.3661
M1_D00026_06_00,M1,D00026,2,1,6:00,7.737,5.5084,2.2085,-1.474,-2.3806,0.4572
M1_D00026_06_30,M1,D00026,2,1,6:30,8.2722,5.5437,2.7261,-1.4069999999999998,-2.5049,0.5638
M1_D00026_07_00,M1,D00026,2,1,7:00,10.1476,6.7163,3.3963,-0.9711,-2.1674,0.6552
M1_D00026_07_30,M1,D00026,2,1,7:30,10.4495,6.6454,3.7008,-0.6698,-2.0069999999999997,0.7922
M1_D00026_08_00,M1,D00026,2,1,8:00,6.2963,2.6473,3.5793,-0.804,-2.0605,0.868
M1_D00026_08_30,M1,D00026,2,1,8:30,2.7128,-0.5684,3.3814,-0.6028,-1.8119,1.0207
M1_D00026_09_00,M1,D00026,2,1,9:00,-0.301,-3.3755,3.1225,-0.2676,-1.3322,0.9599
M1_D00026_09_30,M1,D00026,2,1,9:30,-2.2098,-5.4369,3.1986,0.1678,-0.8523,0.9138
M1_D00026_10_00,M1,D00026,2,1,10:00,-3.9182,-6.9646,2.9703,0.1006,-0.87,0.9747
M1_D00026_10_30,M1,D00026,2,1,10:30,-4.1526,-7.8708,3.4573,0.3353,-0.6043,0.8986
M1_D00026_11_00,M1,D00026,2,1,11:00,-4.99,-8.3149,3.2444,0.4358,-0.3728,0.8224
M1_D00026_11_30,M1,D00026,2,1,11:30,-6.1954,-9.2745,2.9397,0.4358,-0.5507,0.8075
M1_D00026_12_00,M1,D00026,2,1,12:00,-7.3679,-10.0735,2.62,0.4695,-0.4262,0.7463
M1_D00026_12_30,M1,D00026,2,1,12:30,-7.6693,-10.1987,2.3458,0.5363,-0.3196,0.716
M1_D00026_13_00,M1,D00026,2,1,13:00,-7.2672,-9.7006,2.3608,0.7038,-0.2662,0.8985
M1_D00026_13_30,M1,D00026,2,1,13:30,-6.5975,-9.1322,2.3759,0.6702,-0.2662,0.8224
M1_D00026_14_00,M1,D00026,2,1,14:00,-5.9275,-8.3508,2.2997,0.5028,-0.4435,0.8685
M1_D00026_14_30,M1,D00026,2,1,14:30,-4.6547,-7.1422,2.315,0.2012,-0.6926,0.9292
M1_D00026_15_00,M1,D00026,2,1,15:00,-2.5788,-5.2944,2.4372,0.2015,-0.6928,0.99
M1_D00026_15_30,M1,D00026,2,1,15:30,-0.5024,-3.1266,2.4067,0.0672,-0.7815,0.8376
M1_D00026_16_00,M1,D00026,2,1,16:00,1.3735,-1.3325,2.68,-0.502,-1.5986,0.8837
M1_D00026_16_30,M1,D00026,2,1,16:30,4.8897,1.8482,2.9091,-0.8708,-1.9007,0.7616
M1_D00026_17_00,M1,D00026,2,1,17:00,7.9711,4.8508,3.1529,-1.3062,-2.3803,0.7463
M1_D00026_17_30,M1,D00026,2,1,17:30,8.5062,5.402,3.1528,-1.273,-2.5584,0.7619
M1_D00026_18_00,M1,D00026,2,1,18:00,9.1765,6.006,3.1987,-1.6074,-2.8428,0.7766
M1_D00026_18_30,M1,D00026,2,1,18:30,10.1812,6.8942,3.3506,-1.0048,-2.1319,0.6397
M1_D00026_19_00,M1,D00026,2,1,19:00,11.0525,7.267,3.6859,-0.7035,-2.079,0.747
M1_D00026_19_30,M1,D00026,2,1,19:30,11.1527,7.4095,3.6710000000000003,-0.8036,-2.0788,0.6855
M1_D00026_20_00,M1,D00026,2,1,20:00,11.0187,7.4804,3.5028,-0.8036,-2.1319999999999997,0.6702
M1_D00026_20_30,M1,D00026,2,1,20:30,10.9183,7.5512,3.3656,-0.8038,-2.1143,0.6859
M1_D00026_21_00,M1,D00026,2,1,21:00,11.7554,8.3864,3.0768,0.0673,-1.0659,0.6552
M1_D00026_21_30,M1,D00026,2,1,21:30,11.9558,9.186,2.6963,0.1679,-1.0837,0.5793
M1_D00026_22_00,M1,D00026,2,1,22:00,11.2199,8.812999999999999,2.4523,-0.2344,-1.2258,0.5335
M1_D00026_22_30,M1,D00026,2,1,22:30,11.6881,9.0973,2.5438,-0.1336,-1.4919,0.5941
M1_D00026_23_00,M1,D00026,2,1,23:00,13.0281,9.1145,3.7312,0.9377,-1.1548,1.3252
M1_D00026_23_30,M1,D00026,2,1,23:30,13.3628,8.8659,4.6610000000000005,1.5742,-0.9774,1.95
M1_D00034_00_00,M1,D00034,2,0,0:00,10.5165,5.7392,4.6304,0.9384,-1.7409999999999999,2.1782
M1_D00034_00_30,M1,D00034,2,0,0:30,11.8218,7.0007,4.4932,1.3401,-1.2256,2.1627
M1_D00034_01_00,M1,D00034,2,0,1:00,10.3152,5.6676,4.3102,0.6367,-2.0606,2.0562
M1_D00034_01_30,M1,D00034,2,0,1:30,10.280999999999999,5.9525,4.0967,1.0387,-1.0484,1.9953
M1_D00034_02_00,M1,D00034,2,0,2:00,8.004,5.0992,2.8943,0.2684,-2.025,1.3708
M1_D00034_02_30,M1,D00034,2,0,2:30,7.7701,5.8992,1.7666,-0.4354,-1.5634,0.6553
M1_D00034_03_00,M1,D00034,2,0,3:00,6.9999,4.9926,1.6454,-0.5359,-1.9189,0.7767
M1_D00034_03_30,M1,D00034,2,0,3:30,7.1001,5.4193,1.7061,0.0003,-1.1729,0.777
M1_D00034_04_00,M1,D00034,2,0,4:00,7.737,5.455,1.6755,-0.201,-1.8118,0.8839
M1_D00034_04_30,M1,D00034,2,0,4:30,6.7318,4.4243,1.7519,-0.2343,-2.1496,0.792
M1_D00034_05_00,M1,D00034,2,0,5:00,6.7989,4.477,1.9647,-0.8038,-2.0071,0.8222
M1_D00034_05_30,M1,D00034,2,0,5:30,7.9711,5.5618,1.9648,-0.6362,-2.4335,0.8075
M1_D00034_06_00,M1,D00034,2,0,6:00,7.5686,4.9934,2.2545,-1.4734,-2.3987,0.7916
M1_D00034_06_30,M1,D00034,2,0,6:30,9.4443,7.0717,2.589,-0.2677,-2.0965,0.8836
M1_D00034_07_00,M1,D00034,2,0,7:00,9.779,6.8762,2.9092,-0.6028,-2.1671,0.8683
M1_D00034_07_30,M1,D00034,2,0,7:30,9.377,5.7567,3.1526,-0.3681,-2.221,0.9904
M1_D00034_08_00,M1,D00034,2,0,8:00,9.0756,5.9349,3.3806,-0.0667,-1.9543,0.9904
M1_D00034_08_30,M1,D00034,2,0,8:30,8.0717,5.2242,2.803,-0.3682,-1.8118,0.9295
M1_D00034_09_00,M1,D00034,2,0,9:00,6.1622,3.5711,2.8484,0.0,-1.7590000000000001,0.975
M1_D00034_09_30,M1,D00034,2,0,9:30,1.1392,-1.3145,2.7874,0.1678,-1.3675,1.0515
M1_D00034_10_00,M1,D00034,2,0,10:00,1.7416,-0.9593,2.681,0.536,-1.0659,0.9599
M1_D00034_10_30,M1,D00034,2,0,10:30,-0.8373,-3.9264,2.9549,0.7708,-0.7284,0.8833
M1_D00034_11_00,M1,D00034,2,0,11:00,-2.2768,-5.2412,2.9094,0.6365,-0.6752,0.8224
M1_D00034_11_30,M1,D00034,2,0,11:30,-4.2197,-6.7693,2.4674,0.2014,-0.9055,0.7769
M1_D00034_12_00,M1,D00034,2,0,12:00,-5.4923,-7.9776,2.0865,0.3018,-0.746,0.7156
M1_D00034_12_30,M1,D00034,2,0,12:30,-5.1566,-7.267,1.9496,0.6031,-0.3379,0.6709
M1_D00034_13_00,M1,D00034,2,0,13:00,-4.8892,-7.071000000000001,1.9952,1.0724,-0.0176,0.7465
M1_D00034_13_30,M1,D00034,2,0,13:30,-3.2818,-6.6803,3.1223,0.6703,-0.4257,0.9292
M1_D00034_14_00,M1,D00034,2,0,14:00,-4.0189,-5.8276,1.5077,0.6702,-0.2842,0.7006
M1_D00034_14_30,M1,D00034,2,0,14:30,-3.1475,-4.7614,1.3101,0.5027,-0.5502,0.6858
M1_D00034_15_00,M1,D00034,2,0,15:00,-2.2098,-4.4056,1.7361,0.201,-1.1904,0.7766
M1_D00034_15_30,M1,D00034,2,0,15:30,-1.641,-3.3581,2.0103,-0.7704,-1.848,0.8988
M1_D00034_16_00,M1,D00034,2,0,16:00,0.5027,-1.0837,2.0718,-1.0046,-2.2382,0.8377
M1_D00034_16_30,M1,D00034,2,0,16:30,3.6507,1.1725,2.5744,-0.8375,-1.8653,0.99
M1_D00034_17_00,M1,D00034,2,0,17:00,6.3632,3.4116,2.8789999999999996,-0.636,-1.9899,1.0059
M1_D00034_17_30,M1,D00034,2,0,17:30,7.4687,4.6552,2.7873,-0.7701,-2.0428,0.8073
M1_D00034_18_00,M1,D00034,2,0,18:00,7.1339,4.5664,2.4365,-1.507,-2.523,0.7768
M1_D00034_18_30,M1,D00034,2,0,18:30,7.3349,5.1885,2.4219,-1.3735,-2.3628,0.5787
M1_D00034_19_00,M1,D00034,2,0,19:00,8.0047,5.4368,2.4981,-1.306,-2.3809,0.6099
M1_D00034_19_30,M1,D00034,2,0,19:30,8.0047,5.3482,2.7111,-1.1389,-2.3094,0.6703
M1_D00034_20_00,M1,D00034,2,0,20:00,7.5691,4.94,2.5437,-1.2056,-2.3982,0.7014
M1_D00034_20_30,M1,D00034,2,0,20:30,6.9328,4.5489,2.3458,-1.3399,-2.2205,0.6859
M1_D00034_21_00,M1,D00034,2,0,21:00,8.1725,6.3968,2.0411,-0.0335,-0.6037,0.6397
M1_D00034_21_30,M1,D00034,2,0,21:30,8.3055,6.5924,1.8583,-0.1674,-1.2967,0.5944
M1_D00034_22_00,M1,D00034,2,0,22:00,8.8078,7.1251,1.6455,-0.67,-1.5989,0.5481
M1_D00034_22_30,M1,D00034,2,0,22:30,9.5445,7.765,1.7055,0.2015,-1.101,0.5182
M1_D00034_23_00,M1,D00034,2,0,23:00,11.0183,7.6223,2.9242,0.6033,-0.6928,0.7924
M1_D00034_23_30,M1,D00034,2,0,23:30,11.9557,8.0313,4.1271,0.9718,-1.012,1.1728
M1_D00036_00_00,M1,D00036,2,0,0:00,9.1762,6.6807,2.498,-1.6071,-2.5581,0.4112
M1_D00036_00_30,M1,D00036,2,0,0:30,8.5065,6.1659,2.3151,-1.7074,-2.612,0.4261
